timestamp_us,event,value_us
2345640494,udp_inter_packet_us,91
2345640580,udp_decode_us,87
2345640581,udp_write_slice_us,0
2345640585,udp_inter_packet_us,92
2345640679,udp_decode_us,94
2345640679,udp_write_slice_us,0
2345640684,udp_inter_packet_us,98
2345640778,udp_decode_us,94
2345640778,udp_write_slice_us,0
2345640782,udp_inter_packet_us,99
2345640869,udp_decode_us,87
2345640870,udp_write_slice_us,0
2345640874,udp_inter_packet_us,92
2345640961,udp_decode_us,86
2345640961,udp_write_slice_us,0
2345640965,udp_inter_packet_us,91
2345641059,udp_decode_us,94
2345641060,udp_write_slice_us,0
2345641064,udp_inter_packet_us,98
2345641158,udp_decode_us,94
2345641158,udp_write_slice_us,0
2345641163,udp_inter_packet_us,99
2345641257,udp_decode_us,94
2345641257,udp_write_slice_us,0
2345641261,udp_inter_packet_us,99
2345641351,udp_decode_us,90
2345641351,udp_write_slice_us,0
2345641355,udp_inter_packet_us,94
2345641441,led_update_panels_us,193
2345641441,led_slice_interval_us,2322
2345641443,udp_decode_us,88
2345641444,udp_write_slice_us,0
2345641448,udp_inter_packet_us,93
2345641532,udp_decode_us,84
2345641532,udp_write_slice_us,0
2345641536,udp_inter_packet_us,88
2345641620,udp_decode_us,84
2345641620,udp_write_slice_us,0
2345641624,udp_inter_packet_us,88
2345641711,udp_decode_us,87
2345641712,udp_write_slice_us,0
2345643733,led_update_panels_us,163
2345643733,led_slice_interval_us,2322
2345646054,led_update_panels_us,162
2345646054,led_slice_interval_us,2322
2345648372,led_update_panels_us,158
2345648372,led_slice_interval_us,2322
2345650706,led_update_panels_us,171
2345650707,led_slice_interval_us,2322
2345653024,led_update_panels_us,168
2345653024,led_slice_interval_us,2321
2345655348,led_update_panels_us,168
2345655348,led_slice_interval_us,2323
2345657665,led_update_panels_us,163
2345657665,led_slice_interval_us,2322
2345659989,led_update_panels_us,166
2345659990,led_slice_interval_us,2322
2345662309,led_update_panels_us,164
2345662309,led_slice_interval_us,2322
2345664633,led_update_panels_us,165
2345664633,led_slice_interval_us,2322
2345666950,led_update_panels_us,160
2345666950,led_slice_interval_us,2322
2345669273,led_update_panels_us,162
2345669273,led_slice_interval_us,2321
2345671594,led_update_panels_us,160
2345671594,led_slice_interval_us,2323
2345673919,led_update_panels_us,163
2345673919,led_slice_interval_us,2322
2345676238,led_update_panels_us,160
2345676238,led_slice_interval_us,2322
2345678560,led_update_panels_us,161
2345678561,led_slice_interval_us,2322
2345680880,led_update_panels_us,158
2345680880,led_slice_interval_us,2322
2345683210,led_update_panels_us,166
2345683210,led_slice_interval_us,2322
2345685525,led_update_panels_us,159
2345685525,led_slice_interval_us,2322
2345687851,led_update_panels_us,163
2345687851,led_slice_interval_us,2322
2345690173,led_update_panels_us,162
2345690173,led_slice_interval_us,2323
2345692493,led_update_panels_us,162
2345692494,led_slice_interval_us,2321
2345694816,led_update_panels_us,162
2345694816,led_slice_interval_us,2322
2345697134,led_update_panels_us,157
2345697134,led_slice_interval_us,2323
2345699460,led_update_panels_us,161
2345699460,led_slice_interval_us,2322
2345701782,led_update_panels_us,161
2345701782,led_slice_interval_us,2322
2345704103,led_update_panels_us,161
2345704104,led_slice_interval_us,2322
2345706426,led_update_panels_us,161
2345706426,led_slice_interval_us,2322
2345708748,led_update_panels_us,162
2345708749,led_slice_interval_us,2322
2345711072,led_update_panels_us,164
2345711073,led_slice_interval_us,2322
2345713394,led_update_panels_us,164
2345713395,led_slice_interval_us,2322
2345715714,led_update_panels_us,161
2345715714,led_slice_interval_us,2322
2345718042,led_update_panels_us,167
2345718042,led_slice_interval_us,2322
2345720359,led_update_panels_us,162
2345720359,led_slice_interval_us,2322
2345722690,led_update_panels_us,171
2345722690,led_slice_interval_us,2322
2345725004,led_update_panels_us,164
2345725004,led_slice_interval_us,2321
2345727328,led_update_panels_us,165
2345727328,led_slice_interval_us,2323
2345729645,led_update_panels_us,160
2345729645,led_slice_interval_us,2322
2345731968,led_update_panels_us,161
2345731968,led_slice_interval_us,2322
2345734292,led_update_panels_us,164
2345734293,led_slice_interval_us,2322
2345736615,led_update_panels_us,164
2345736615,led_slice_interval_us,2322
2345738936,led_update_panels_us,163
2345738936,led_slice_interval_us,2322
2345741258,led_update_panels_us,163
2345741258,led_slice_interval_us,2322
2345743583,led_update_panels_us,166
2345743583,led_slice_interval_us,2322
2345745903,led_update_panels_us,164
2345745903,led_slice_interval_us,2322
2345748221,led_update_panels_us,161
2345748221,led_slice_interval_us,2322
2345750542,led_update_panels_us,159
2345750542,led_slice_interval_us,2322
2345752872,led_update_panels_us,167
2345752872,led_slice_interval_us,2322
2345755189,led_update_panels_us,162
2345755189,led_slice_interval_us,2322
2345757513,led_update_panels_us,165
2345757514,led_slice_interval_us,2322
2345759834,led_update_panels_us,163
2345759834,led_slice_interval_us,2322
2345762157,led_update_panels_us,164
2345762157,led_slice_interval_us,2322
2345764478,led_update_panels_us,163
2345764478,led_slice_interval_us,2322
2345766804,led_update_panels_us,166
2345766804,led_slice_interval_us,2323
2345769124,led_update_panels_us,165
2345769125,led_slice_interval_us,2322
2345771450,led_update_panels_us,168
2345771450,led_slice_interval_us,2322
2345773767,led_update_panels_us,163
2345773767,led_slice_interval_us,2322
2345776088,led_update_panels_us,162
2345776088,led_slice_interval_us,2322
2345778412,led_update_panels_us,164
2345778412,led_slice_interval_us,2322
2345780736,led_update_panels_us,166
2345780736,led_slice_interval_us,2322
2345783059,led_update_panels_us,164
2345783059,led_slice_interval_us,2325
2345785378,led_update_panels_us,164
2345785378,led_slice_interval_us,2319
2345787702,led_update_panels_us,166
2345787702,led_slice_interval_us,2322
2345790029,led_update_panels_us,171
2345790029,led_slice_interval_us,2322
2345792349,led_update_panels_us,169
2345792349,led_slice_interval_us,2322
2345794665,led_update_panels_us,164
2345794666,led_slice_interval_us,2322
2345796986,led_update_panels_us,162
2345796986,led_slice_interval_us,2322
2345799307,led_update_panels_us,161
2345799307,led_slice_interval_us,2322
2345801634,led_update_panels_us,166
2345801634,led_slice_interval_us,2322
2345803954,led_update_panels_us,164
2345803954,led_slice_interval_us,2322
2345806275,led_update_panels_us,163
2345806275,led_slice_interval_us,2322
2345808596,led_update_panels_us,163
2345808597,led_slice_interval_us,2322
2345810916,led_update_panels_us,161
2345810916,led_slice_interval_us,2322
2345813235,led_update_panels_us,158
2345813236,led_slice_interval_us,2322
2345815561,led_update_panels_us,161
2345815561,led_slice_interval_us,2322
2345817883,led_update_panels_us,161
2345817883,led_slice_interval_us,2322
2345820207,led_update_panels_us,163
2345820207,led_slice_interval_us,2322
2345822531,led_update_panels_us,165
2345822531,led_slice_interval_us,2322
2345824847,led_update_panels_us,159
2345824847,led_slice_interval_us,2322
2345827175,led_update_panels_us,165
2345827175,led_slice_interval_us,2322
2345829490,led_update_panels_us,159
2345829490,led_slice_interval_us,2322
2345831817,led_update_panels_us,163
2345831817,led_slice_interval_us,2322
2345834137,led_update_panels_us,161
2345834137,led_slice_interval_us,2322
2345836465,led_update_panels_us,166
2345836465,led_slice_interval_us,2323
2345838781,led_update_panels_us,160
2345838781,led_slice_interval_us,2322
2345841109,led_update_panels_us,166
2345841109,led_slice_interval_us,2322
2345843425,led_update_panels_us,160
2345843426,led_slice_interval_us,2322
2345845747,led_update_panels_us,160
2345845747,led_slice_interval_us,2322
2345848067,led_update_panels_us,158
2345848067,led_slice_interval_us,2322
2345850396,led_update_panels_us,165
2345850396,led_slice_interval_us,2322
2345852715,led_update_panels_us,162
2345852715,led_slice_interval_us,2322
2345855039,led_update_panels_us,165
2345855040,led_slice_interval_us,2322
2345857363,led_update_panels_us,167
2345857363,led_slice_interval_us,2322
2345859678,led_update_panels_us,159
2345859678,led_slice_interval_us,2322
2345862011,led_update_panels_us,170
2345862011,led_slice_interval_us,2322
2345864323,led_update_panels_us,161
2345864324,led_slice_interval_us,2322
2345866650,led_update_panels_us,166
2345866651,led_slice_interval_us,2322
2345868970,led_update_panels_us,163
2345868970,led_slice_interval_us,2322
2345871295,led_update_panels_us,167
2345871296,led_slice_interval_us,2322
2345873612,led_update_panels_us,162
2345873613,led_slice_interval_us,2322
2345875939,led_update_panels_us,166
2345875939,led_slice_interval_us,2322
2345878254,led_update_panels_us,160
2345878255,led_slice_interval_us,2322
2345880575,led_update_panels_us,158
2345880575,led_slice_interval_us,2322
2345882901,led_update_panels_us,162
2345882901,led_slice_interval_us,2322
2345885225,led_update_panels_us,164
2345885225,led_slice_interval_us,2322
2345887543,led_update_panels_us,160
2345887543,led_slice_interval_us,2322
2345889868,led_update_panels_us,163
2345889868,led_slice_interval_us,2322
2345892189,led_update_panels_us,163
2345892190,led_slice_interval_us,2322
2345894509,led_update_panels_us,160
2345894509,led_slice_interval_us,2322
2345896827,led_update_panels_us,156
2345896827,led_slice_interval_us,2322
2345899154,led_update_panels_us,161
2345899154,led_slice_interval_us,2322
2345901479,led_update_panels_us,164
2345901479,led_slice_interval_us,2322
2345903801,led_update_panels_us,164
2345903801,led_slice_interval_us,2322
2345904485,udp_inter_packet_us,262860
2345904588,udp_decode_us,104
2345904589,udp_write_slice_us,1
2345904596,udp_inter_packet_us,112
2345904684,udp_decode_us,87
2345904684,udp_write_slice_us,0
2345904698,udp_inter_packet_us,102
2345904781,udp_decode_us,83
2345904782,udp_write_slice_us,0
2345904853,udp_inter_packet_us,155
2345904949,udp_decode_us,96
2345904950,udp_write_slice_us,0
2345904955,udp_inter_packet_us,102
2345905049,udp_decode_us,94
2345905050,udp_write_slice_us,0
2345905054,udp_inter_packet_us,99
2345905141,udp_decode_us,87
2345905142,udp_write_slice_us,1
2345905146,udp_inter_packet_us,92
2345905233,udp_decode_us,86
2345905233,udp_write_slice_us,0
2345905237,udp_inter_packet_us,91
2345905332,udp_decode_us,95
2345905332,udp_write_slice_us,0
2345905337,udp_inter_packet_us,100
2345905431,udp_decode_us,94
2345905432,udp_write_slice_us,0
2345905436,udp_inter_packet_us,99
2345905519,udp_decode_us,83
2345905520,udp_write_slice_us,0
2345905524,udp_inter_packet_us,88
2345905618,udp_decode_us,94
2345905619,udp_write_slice_us,1
2345905623,udp_inter_packet_us,99
2345905710,udp_decode_us,87
2345905710,udp_write_slice_us,0
2345905714,udp_inter_packet_us,91
2345905801,udp_decode_us,87
2345905802,udp_write_slice_us,0
2345905806,udp_inter_packet_us,91
2345905899,udp_decode_us,94
2345905900,udp_write_slice_us,0
2345905904,udp_inter_packet_us,99
2345905992,udp_decode_us,87
2345905992,udp_write_slice_us,0
2345905996,udp_inter_packet_us,92
2345906083,udp_decode_us,87
2345906084,udp_write_slice_us,1
2345906088,udp_inter_packet_us,92
2345906175,udp_decode_us,87
2345906176,udp_write_slice_us,1
2345906263,udp_inter_packet_us,175
2345906351,udp_decode_us,87
2345906351,udp_write_slice_us,0
2345906471,udp_inter_packet_us,207
2345906579,udp_decode_us,109
2345906580,udp_write_slice_us,0
2345906585,udp_inter_packet_us,115
2345906683,udp_decode_us,98
2345906684,udp_write_slice_us,0
2345906689,udp_inter_packet_us,104
2345906785,udp_decode_us,95
2345906785,udp_write_slice_us,0
2345906789,udp_inter_packet_us,100
2345906885,udp_decode_us,96
2345906886,udp_write_slice_us,1
2345906890,udp_inter_packet_us,101
2345906985,udp_decode_us,94
2345906985,udp_write_slice_us,0
2345906990,udp_inter_packet_us,100
2345907084,udp_decode_us,94
2345907085,udp_write_slice_us,0
2345907089,udp_inter_packet_us,99
2345907173,udp_decode_us,84
2345907174,udp_write_slice_us,0
2345907181,udp_inter_packet_us,92
2345907277,udp_decode_us,96
2345907278,udp_write_slice_us,0
2345907283,udp_inter_packet_us,101
2345907367,udp_decode_us,84
2345907394,udp_write_slice_us,27
2345907399,udp_inter_packet_us,116
2345907486,udp_decode_us,88
2345907502,udp_write_slice_us,16
2345907506,udp_inter_packet_us,108
2345907593,udp_decode_us,87
2345907606,udp_write_slice_us,11
2345907610,udp_inter_packet_us,103
2345907720,udp_decode_us,111
2345907736,udp_write_slice_us,16
2345907741,udp_inter_packet_us,132
2345907839,udp_decode_us,98
2345907852,udp_write_slice_us,13
2345907857,udp_inter_packet_us,116
2345907952,udp_decode_us,95
2345907965,udp_write_slice_us,13
2345907969,udp_inter_packet_us,112
2345908079,udp_decode_us,109
2345908093,udp_write_slice_us,14
2345908098,udp_inter_packet_us,129
2345908185,udp_decode_us,87
2345908200,udp_write_slice_us,14
2345908204,udp_inter_packet_us,106
2345908291,udp_decode_us,87
2345908303,udp_write_slice_us,12
2345908307,udp_inter_packet_us,103
2345908414,udp_decode_us,107
2345908429,udp_write_slice_us,14
2345908433,udp_inter_packet_us,126
2345908521,udp_decode_us,87
2345908533,udp_write_slice_us,12
2345908537,udp_inter_packet_us,104
2345908624,udp_decode_us,87
2345908647,udp_write_slice_us,23
2345908652,udp_inter_packet_us,114
2345908746,udp_decode_us,95
2345908759,udp_write_slice_us,13
2345908763,udp_inter_packet_us,112
2345908847,udp_decode_us,84
2345908887,udp_write_slice_us,40
2345908892,udp_inter_packet_us,129
2345908980,udp_decode_us,87
2345908992,udp_write_slice_us,12
2345908996,udp_inter_packet_us,104
2345909080,udp_decode_us,84
2345909093,udp_write_slice_us,12
2345909097,udp_inter_packet_us,101
2345909184,udp_decode_us,87
2345909219,udp_write_slice_us,35
2345909224,udp_inter_packet_us,127
2345909311,udp_decode_us,87
2345909324,udp_write_slice_us,12
2345909328,udp_inter_packet_us,104
2345909415,udp_decode_us,87
2345909428,udp_write_slice_us,13
2345909432,udp_inter_packet_us,104
2345909527,udp_decode_us,95
2345909541,udp_write_slice_us,13
2345909545,udp_inter_packet_us,113
2345909629,udp_decode_us,84
2345909642,udp_write_slice_us,13
2345909646,udp_inter_packet_us,101
2345909754,udp_decode_us,107
2345909767,udp_write_slice_us,13
2345909773,udp_inter_packet_us,126
2345909856,udp_decode_us,84
2345909870,udp_write_slice_us,13
2345909873,udp_inter_packet_us,101
2345909957,udp_decode_us,84
2345909971,udp_write_slice_us,14
2345909975,udp_inter_packet_us,102
2345910088,udp_decode_us,113
2345910104,udp_write_slice_us,16
2345910109,udp_inter_packet_us,134
2345910193,udp_decode_us,83
2345910208,udp_write_slice_us,15
2345910212,udp_inter_packet_us,103
2345910296,udp_decode_us,84
2345910309,udp_write_slice_us,13
2345910313,udp_inter_packet_us,100
2345910421,udp_decode_us,109
2345910436,udp_write_slice_us,14
2345910441,udp_inter_packet_us,129
2345910525,udp_decode_us,83
2345910544,udp_write_slice_us,18
2345910548,udp_inter_packet_us,107
2345910632,udp_decode_us,84
2345910647,udp_write_slice_us,15
2345910651,udp_inter_packet_us,103
2345910735,udp_decode_us,83
2345910750,udp_write_slice_us,15
2345910755,udp_inter_packet_us,104
2345910838,udp_decode_us,83
2345910855,udp_write_slice_us,16
2345910858,udp_inter_packet_us,103
2345910942,udp_decode_us,84
2345910957,udp_write_slice_us,14
2345910960,udp_inter_packet_us,102
2345911069,udp_decode_us,109
2345911083,udp_write_slice_us,13
2345911088,udp_inter_packet_us,128
2345911172,udp_decode_us,83
2345911187,udp_write_slice_us,15
2345911200,udp_frame_commit_us,12
2345911205,udp_inter_packet_us,116
2345911233,led_acquire_read_us,7166
2345911288,udp_decode_us,84
2345911307,udp_write_slice_us,18
2345911311,udp_inter_packet_us,107
2345911395,udp_decode_us,84
2345911412,udp_write_slice_us,17
2345911416,udp_inter_packet_us,105
2345911427,led_update_panels_us,188
2345911499,udp_decode_us,83
2345911513,udp_write_slice_us,13
2345911517,udp_inter_packet_us,101
2345911601,udp_decode_us,84
2345911614,udp_write_slice_us,12
2345913531,led_update_panels_us,163
2345913531,led_slice_interval_us,2129
2345915860,led_update_panels_us,168
2345915861,led_slice_interval_us,2325
2345918183,led_update_panels_us,164
2345918183,led_slice_interval_us,2326
2345920523,led_update_panels_us,178
2345920523,led_slice_interval_us,2326
2345922838,led_update_panels_us,169
2345922839,led_slice_interval_us,2325
2345925170,led_update_panels_us,174
2345925170,led_slice_interval_us,2326
2345927483,led_update_panels_us,162
2345927483,led_slice_interval_us,2325
2345929812,led_update_panels_us,165
2345929812,led_slice_interval_us,2326
2345932134,led_update_panels_us,161
2345932134,led_slice_interval_us,2326
2345934466,led_update_panels_us,168
2345934466,led_slice_interval_us,2325
2345936787,led_update_panels_us,163
2345936787,led_slice_interval_us,2326
2345939111,led_update_panels_us,162
2345939111,led_slice_interval_us,2325
2345941441,led_update_panels_us,166
2345941441,led_slice_interval_us,2326
2345943769,led_update_panels_us,168
2345943769,led_slice_interval_us,2326
2345946085,led_update_panels_us,161
2345946086,led_slice_interval_us,2324
2345948413,led_update_panels_us,161
2345948413,led_slice_interval_us,2327
2345950741,led_update_panels_us,164
2345950741,led_slice_interval_us,2325
2345953073,led_update_panels_us,171
2345953073,led_slice_interval_us,2326
2345955392,led_update_panels_us,163
2345955392,led_slice_interval_us,2326
2345957721,led_update_panels_us,167
2345957721,led_slice_interval_us,2325
2345960065,led_update_panels_us,185
2345960065,led_slice_interval_us,2326
2345962370,led_update_panels_us,165
2345962370,led_slice_interval_us,2325
2345964689,led_update_panels_us,159
2345964690,led_slice_interval_us,2326
2345967018,led_update_panels_us,161
2345967018,led_slice_interval_us,2326
2345969343,led_update_panels_us,162
2345969343,led_slice_interval_us,2325
2345971667,led_update_panels_us,159
2345971667,led_slice_interval_us,2326
2345973997,led_update_panels_us,165
2345973998,led_slice_interval_us,2325
2345976320,led_update_panels_us,162
2345976321,led_slice_interval_us,2326
2345978645,led_update_panels_us,160
2345978645,led_slice_interval_us,2326
2345980971,led_update_panels_us,161
2345980971,led_slice_interval_us,2325
2345983297,led_update_panels_us,161
2345983297,led_slice_interval_us,2326
2345985624,led_update_panels_us,163
2345985624,led_slice_interval_us,2325
2345987951,led_update_panels_us,164
2345987951,led_slice_interval_us,2326
2345990274,led_update_panels_us,161
2345990274,led_slice_interval_us,2326
2345992604,led_update_panels_us,166
2345992605,led_slice_interval_us,2325
2345994925,led_update_panels_us,162
2345994926,led_slice_interval_us,2326
2345997253,led_update_panels_us,164
2345997253,led_slice_interval_us,2325
2345999575,led_update_panels_us,161
2345999576,led_slice_interval_us,2326
2346001908,led_update_panels_us,167
2346001909,led_slice_interval_us,2326
2346004227,led_update_panels_us,161
2346004228,led_slice_interval_us,2325
2346006561,led_update_panels_us,170
2346006562,led_slice_interval_us,2326
2346008879,led_update_panels_us,162
2346008879,led_slice_interval_us,2325
2346011209,led_update_panels_us,166
2346011209,led_slice_interval_us,2326
2346013526,led_update_panels_us,158
2346013527,led_slice_interval_us,2326
2346015860,led_update_panels_us,166
2346015860,led_slice_interval_us,2325
2346018180,led_update_panels_us,160
2346018180,led_slice_interval_us,2326
2346020516,led_update_panels_us,171
2346020516,led_slice_interval_us,2325
2346022832,led_update_panels_us,161
2346022832,led_slice_interval_us,2326
2346025162,led_update_panels_us,165
2346025163,led_slice_interval_us,2326
2346027487,led_update_panels_us,165
2346027487,led_slice_interval_us,2325
2346029809,led_update_panels_us,161
2346029809,led_slice_interval_us,2326
2346032130,led_update_panels_us,158
2346032131,led_slice_interval_us,2325
2346034464,led_update_panels_us,165
2346034464,led_slice_interval_us,2326
2346036786,led_update_panels_us,162
2346036787,led_slice_interval_us,2326
2346039112,led_update_panels_us,162
2346039113,led_slice_interval_us,2325
2346041437,led_update_panels_us,161
2346041437,led_slice_interval_us,2326
2346043772,led_update_panels_us,171
2346043772,led_slice_interval_us,2325
2346046087,led_update_panels_us,160
2346046087,led_slice_interval_us,2326
2346048418,led_update_panels_us,165
2346048419,led_slice_interval_us,2326
2346050742,led_update_panels_us,164
2346050742,led_slice_interval_us,2325
2346053072,led_update_panels_us,169
2346053073,led_slice_interval_us,2326
2346055395,led_update_panels_us,167
2346055395,led_slice_interval_us,2325
2346057716,led_update_panels_us,162
2346057716,led_slice_interval_us,2325
2346060064,led_update_panels_us,184
2346060065,led_slice_interval_us,2327
2346062367,led_update_panels_us,161
2346062367,led_slice_interval_us,2325
2346064694,led_update_panels_us,162
2346064694,led_slice_interval_us,2326
2346067018,led_update_panels_us,162
2346067019,led_slice_interval_us,2325
2346069343,led_update_panels_us,161
2346069344,led_slice_interval_us,2326
2346071670,led_update_panels_us,161
2346071670,led_slice_interval_us,2326
2346073996,led_update_panels_us,162
2346073996,led_slice_interval_us,2325
2346076323,led_update_panels_us,163
2346076323,led_slice_interval_us,2326
2346078645,led_update_panels_us,161
2346078646,led_slice_interval_us,2325
2346080994,led_update_panels_us,183
2346080994,led_slice_interval_us,2326
2346083303,led_update_panels_us,167
2346083304,led_slice_interval_us,2326
2346085628,led_update_panels_us,166
2346085628,led_slice_interval_us,2325
2346087956,led_update_panels_us,168
2346087956,led_slice_interval_us,2326
2346090272,led_update_panels_us,159
2346090272,led_slice_interval_us,2325
2346092604,led_update_panels_us,165
2346092604,led_slice_interval_us,2326
2346094928,led_update_panels_us,163
2346094928,led_slice_interval_us,2326
2346097253,led_update_panels_us,164
2346097254,led_slice_interval_us,2325
2346099577,led_update_panels_us,161
2346099577,led_slice_interval_us,2326
2346101906,led_update_panels_us,165
2346101906,led_slice_interval_us,2325
2346104226,led_update_panels_us,159
2346104226,led_slice_interval_us,2326
2346106552,led_update_panels_us,160
2346106553,led_slice_interval_us,2326
2346108880,led_update_panels_us,162
2346108880,led_slice_interval_us,2325
2346111205,led_update_panels_us,161
2346111205,led_slice_interval_us,2326
2346113528,led_update_panels_us,160
2346113529,led_slice_interval_us,2325
2346115856,led_update_panels_us,162
2346115857,led_slice_interval_us,2326
2346118183,led_update_panels_us,162
2346118183,led_slice_interval_us,2326
2346120511,led_update_panels_us,166
2346120511,led_slice_interval_us,2325
2346122835,led_update_panels_us,163
2346122835,led_slice_interval_us,2326
2346125158,led_update_panels_us,161
2346125158,led_slice_interval_us,2325
2346127488,led_update_panels_us,166
2346127489,led_slice_interval_us,2326
2346129809,led_update_panels_us,161
2346129810,led_slice_interval_us,2326
2346132134,led_update_panels_us,161
2346132135,led_slice_interval_us,2325
2346134459,led_update_panels_us,159
2346134459,led_slice_interval_us,2326
2346136788,led_update_panels_us,163
2346136788,led_slice_interval_us,2325
2346139112,led_update_panels_us,161
2346139112,led_slice_interval_us,2326
2346141441,led_update_panels_us,164
2346141441,led_slice_interval_us,2326
2346143760,led_update_panels_us,159
2346143761,led_slice_interval_us,2325
2346146094,led_update_panels_us,166
2346146094,led_slice_interval_us,2326
2346148411,led_update_panels_us,159
2346148411,led_slice_interval_us,2325
2346150739,led_update_panels_us,160
2346150739,led_slice_interval_us,2326
2346153065,led_update_panels_us,160
2346153065,led_slice_interval_us,2326
2346155393,led_update_panels_us,163
2346155394,led_slice_interval_us,2325
2346157715,led_update_panels_us,159
2346157715,led_slice_interval_us,2326
2346160059,led_update_panels_us,178
2346160059,led_slice_interval_us,2325
2346162371,led_update_panels_us,165
2346162372,led_slice_interval_us,2326
2346164690,led_update_panels_us,158
2346164691,led_slice_interval_us,2326
2346167020,led_update_panels_us,162
2346167020,led_slice_interval_us,2325
2346169344,led_update_panels_us,160
2346169344,led_slice_interval_us,2326
2346171670,led_update_panels_us,161
2346171670,led_slice_interval_us,2325
2346173995,led_update_panels_us,161
2346173995,led_slice_interval_us,2326
2346176322,led_update_panels_us,162
2346176323,led_slice_interval_us,2326
2346178647,led_update_panels_us,161
2346178647,led_slice_interval_us,2325
2346180996,led_update_panels_us,184
2346180996,led_slice_interval_us,2326
2346183302,led_update_panels_us,165
2346183302,led_slice_interval_us,2325
2346184095,udp_inter_packet_us,272577
2346184202,udp_decode_us,107
2346184221,udp_write_slice_us,19
2346184283,udp_inter_packet_us,189
2346184371,udp_decode_us,87
2346184385,udp_write_slice_us,13
2346184402,udp_inter_packet_us,119
2346184486,udp_decode_us,84
2346184503,udp_write_slice_us,17
2346184508,udp_inter_packet_us,105
2346184594,udp_decode_us,87
2346184608,udp_write_slice_us,13
2346184612,udp_inter_packet_us,105
2346184708,udp_decode_us,95
2346184722,udp_write_slice_us,14
2346184727,udp_inter_packet_us,115
2346184822,udp_decode_us,94
2346184835,udp_write_slice_us,13
2346184839,udp_inter_packet_us,112
2346184934,udp_decode_us,94
2346184946,udp_write_slice_us,12
2346184951,udp_inter_packet_us,111
2346185037,udp_decode_us,87
2346185052,udp_write_slice_us,14
2346185056,udp_inter_packet_us,106
2346185143,udp_decode_us,87
2346185156,udp_write_slice_us,13
2346185160,udp_inter_packet_us,104
2346185258,udp_decode_us,98
2346185271,udp_write_slice_us,13
2346185275,udp_inter_packet_us,115
2346185359,udp_decode_us,84
2346185372,udp_write_slice_us,13
2346185380,udp_inter_packet_us,105
2346185464,udp_decode_us,84
2346185477,udp_write_slice_us,13
2346185481,udp_inter_packet_us,101
2346185568,udp_decode_us,87
2346185581,udp_write_slice_us,12
2346185585,udp_inter_packet_us,104
2346185669,udp_decode_us,84
2346185684,udp_write_slice_us,15
2346185688,udp_inter_packet_us,103
2346185776,udp_decode_us,88
2346185793,udp_write_slice_us,17
2346185798,udp_inter_packet_us,110
2346185886,udp_decode_us,87
2346185902,udp_write_slice_us,16
2346185907,udp_inter_packet_us,109
2346186004,udp_decode_us,97
2346186017,udp_write_slice_us,13
2346186022,udp_inter_packet_us,115
2346186110,udp_decode_us,87
2346186125,udp_write_slice_us,15
2346186129,udp_inter_packet_us,107
2346186223,udp_decode_us,94
2346186237,udp_write_slice_us,12
2346186241,udp_inter_packet_us,112
2346186335,udp_decode_us,94
2346186349,udp_write_slice_us,13
2346186353,udp_inter_packet_us,112
2346186531,udp_decode_us,178
2346186547,udp_write_slice_us,16
2346186554,udp_inter_packet_us,201
2346186762,udp_decode_us,208
2346186788,udp_write_slice_us,25
2346186794,udp_inter_packet_us,239
2346186878,udp_decode_us,84
2346186918,udp_write_slice_us,40
2346186923,udp_inter_packet_us,130
2346187014,udp_decode_us,91
2346187027,udp_write_slice_us,12
2346187032,udp_inter_packet_us,109
2346187122,udp_decode_us,90
2346187138,udp_write_slice_us,15
2346187142,udp_inter_packet_us,110
2346187232,udp_decode_us,90
2346187246,udp_write_slice_us,14
2346187250,udp_inter_packet_us,108
2346187344,udp_decode_us,94
2346187357,udp_write_slice_us,12
2346187363,udp_inter_packet_us,113
2346187453,udp_decode_us,89
2346187466,udp_write_slice_us,13
2346187471,udp_inter_packet_us,108
2346187566,udp_decode_us,95
2346187579,udp_write_slice_us,12
2346187583,udp_inter_packet_us,112
2346187670,udp_decode_us,87
2346187683,udp_write_slice_us,13
2346187687,udp_inter_packet_us,104
2346187798,udp_decode_us,111
2346187818,udp_write_slice_us,20
2346187824,udp_inter_packet_us,136
2346187911,udp_decode_us,87
2346187923,udp_write_slice_us,12
2346187928,udp_inter_packet_us,105
2346188023,udp_decode_us,95
2346188037,udp_write_slice_us,14
2346188041,udp_inter_packet_us,113
2346188129,udp_decode_us,88
2346188142,udp_write_slice_us,12
2346188146,udp_inter_packet_us,105
2346188240,udp_decode_us,94
2346188254,udp_write_slice_us,13
2346188258,udp_inter_packet_us,112
2346188352,udp_decode_us,94
2346188365,udp_write_slice_us,13
2346188369,udp_inter_packet_us,111
2346188478,udp_decode_us,108
2346188492,udp_write_slice_us,14
2346188497,udp_inter_packet_us,127
2346188584,udp_decode_us,88
2346188600,udp_write_slice_us,16
2346188604,udp_inter_packet_us,108
2346188688,udp_decode_us,84
2346188701,udp_write_slice_us,13
2346188705,udp_inter_packet_us,101
2346188810,udp_decode_us,105
2346188823,udp_write_slice_us,13
2346188828,udp_inter_packet_us,123
2346188912,udp_decode_us,83
2346188936,udp_write_slice_us,24
2346188940,udp_inter_packet_us,112
2346189024,udp_decode_us,84
2346189038,udp_write_slice_us,14
2346189042,udp_inter_packet_us,102
2346189129,udp_decode_us,87
2346189145,udp_write_slice_us,15
2346189149,udp_inter_packet_us,107
